osmid,y,x,street_cou,highway,ref
497171043,41.1554678,-8.6603286,3,,
497171051,41.155342,-8.6606622,3,,
497171065,41.1576626,-8.6631084,4,,
497176041,41.1597995,-8.6729467,3,,
497176047,41.1599093,-8.6729961,3,,
497176051,41.1596628,-8.675711,3,,
497176053,41.1596526,-8.6745553,1,,
497181905,41.1619862,-8.6777051,4,,
497181910,41.1615337,-8.6761724,3,,
497181917,41.1612294,-8.6777077,3,,
497181921,41.1614708,-8.6763691,3,,
497181923,41.1616073,-8.6762092,3,,
497181926,41.1614265,-8.6761486,3,,
497181929,41.1644527,-8.6774303,3,,
497181957,41.1597473,-8.6784962,3,,
497185189,41.1604402,-8.6797373,3,,
497185200,41.1583487,-8.6817136,3,,
497185205,41.1587159,-8.6807674,3,,
497186080,41.1628384,-8.6747879,3,,
497186086,41.1617029,-8.6743651,1,turning_circle,
497187369,41.1644002,-8.6749427,3,,
497190382,41.1645364,-8.6775044,3,,
497190433,41.1647022,-8.675167,3,,
497190435,41.1643956,-8.6751146,3,,
497190493,41.1646945,-8.6760441,3,,
497190537,41.1636344,-8.6763252,3,,
497190546,41.1639692,-8.676708,3,,
497190553,41.1646901,-8.6771958,3,,
497240500,41.152238,-8.6662358,3,,
497240502,41.1523505,-8.6662079,3,,
497301822,41.1699748,-8.6703267,3,,
497310567,41.1673056,-8.6675008,1,,
497310577,41.166815,-8.6674765,3,,
497310608,41.1678198,-8.6686014,4,,
497310618,41.1661962,-8.6684931,3,,
497310676,41.167487,-8.6691473,3,,
497310684,41.1661752,-8.6690644,3,,
497310716,41.1671453,-8.6697029,3,,
497310736,41.1661511,-8.6696484,3,,
497311073,41.1682384,-8.6701573,3,,
497311112,41.1661029,-8.6708826,3,,
497311160,41.1665292,-8.6679577,3,,
497311253,41.1681416,-8.6692577,3,,
497311263,41.1674583,-8.6680123,3,,
497311270,41.1677973,-8.6673851,3,,
497311278,41.1661288,-8.6702186,3,,
497320541,41.1663299,-8.6606963,3,traffic_signals,
497320546,41.1660284,-8.6651987,3,,
497320557,41.1666642,-8.6632217,3,,
497320564,41.1685436,-8.6612346,4,,
497320580,41.166665,-8.6613465,4,,
497334166,41.1704971,-8.6660034,3,,
497690549,41.1676671,-8.6500715,3,,
497690563,41.1665659,-8.6473389,4,,
497690569,41.1675053,-8.6487649,1,,
497690573,41.1683946,-8.6487198,4,,
497690595,41.1640477,-8.6492743,3,,
497690598,41.1639996,-8.6491161,3,,
497690603,41.167759,-8.6459633,3,,
497690631,41.1659501,-8.6474495,4,,
497690673,41.1679519,-8.6461148,3,,
497690689,41.1675488,-8.6454805,3,,
497690735,41.1648549,-8.6491789,3,,
497690737,41.1649713,-8.6480691,3,,
497690739,41.1646279,-8.6485363,3,,
497690772,41.1655908,-8.6519034,3,,
497691528,41.1674889,-8.6494288,3,,
497869807,41.1728968,-8.6594178,3,,
497869919,41.1739872,-8.6568986,3,,
497870044,41.1731324,-8.656118,3,,
497870280,41.1691256,-8.6459313,3,,
497870296,41.1693392,-8.6459254,3,,
497870374,41.1695489,-8.6452135,3,,
497870410,41.1692898,-8.6461693,3,,
497870438,41.169707,-8.6493596,3,,
497870485,41.1698854,-8.6477004,3,,
497870519,41.1687699,-8.6497244,3,,
497870546,41.167027,-8.6531603,3,,
497870653,41.1724104,-8.6519197,3,,
497870665,41.1719108,-8.6526025,3,,
497870704,41.1723935,-8.6545488,3,,
497870717,41.172034,-8.6548569,3,,
497870732,41.1714683,-8.6553548,3,,
497870739,41.1706133,-8.6561073,3,,
497870801,41.1713973,-8.6549503,3,,
497870815,41.1713104,-8.654241,3,,
497870856,41.1711778,-8.654197,1,,
497870961,41.1684655,-8.6454767,3,,
497871010,41.1688674,-8.6455568,3,,
497871041,41.1687209,-8.6450144,3,,
497871060,41.1707026,-8.6479481,3,,
497871140,41.1735725,-8.6533135,3,,
497871206,41.1741701,-8.6541173,3,crossing,
497871216,41.1738657,-8.6536829,3,,
497871234,41.1730623,-8.6527311,3,,
497871248,41.171601,-8.6509562,3,,
497871261,41.1699855,-8.6489707,3,,
497871367,41.1695104,-8.6496459,3,,
497871379,41.171134,-8.6516409,4,,
497871509,41.1708215,-8.6520905,3,,
497871637,41.1686625,-8.649094,3,,
497871638,41.1689158,-8.6505262,3,,
497871642,41.1693881,-8.6531111,3,,
497871763,41.1685165,-8.6482291,3,,
497922227,41.1712453,-8.6643049,3,,
497922261,41.1709719,-8.6633409,3,,
497922268,41.1715612,-8.6618852,3,,
497922299,41.1685071,-8.6606122,3,,
497922385,41.1707564,-8.6618631,1,,
497922406,41.1684478,-8.6607419,3,,
497922435,41.1648477,-8.66361,3,,
497922478,41.1695023,-8.6592713,3,,
497922482,41.1691279,-8.6592523,3,,
497922502,41.1711155,-8.6651373,3,,
497922510,41.168222,-8.6610676,3,,
497922547,41.1731401,-8.6572517,3,,
497922556,41.1734509,-8.6568625,3,,
497922568,41.1730616,-8.6562989,4,,
497922579,41.173017,-8.6625375,3,,
497922604,41.1696341,-8.6595622,3,,
497922607,41.1693401,-8.6588941,4,,
497922611,41.1690878,-8.6583869,3,,
497922651,41.1705085,-8.6588251,3,,
497922675,41.1711286,-8.6571621,3,,
497922726,41.1724857,-8.6578659,3,,
497922743,41.1720421,-8.6575955,4,,
497922746,41.1717455,-8.6571798,3,,
497922759,41.1713074,-8.6574095,3,,
497922772,41.1721282,-8.6566957,3,,
497922787,41.1724348,-8.6570977,4,,
497922805,41.172044,-8.6584261,3,,
497922809,41.1723174,-8.6580794,3,,
497922814,41.1726237,-8.6576909,3,,
497922817,41.1727989,-8.6574686,3,,
497922821,41.1730575,-8.6571407,3,,
497922838,41.1726761,-8.658558,3,,
497922861,41.173148,-8.6579608,3,,
497922928,41.173412,-8.6576266,3,,
497922937,41.1727439,-8.6567108,3,,
497991069,41.1583283,-8.6768033,1,,
497991108,41.157917,-8.6800775,4,,
497991193,41.159339,-8.6825475,3,,
497991253,41.1553452,-8.6803931,3,,
497991354,41.1575338,-8.681025,4,,
500009809,41.1658404,-8.6590264,3,,
500009815,41.16446,-8.6588673,3,,
500009816,41.1639556,-8.6600044,3,,
500009820,41.1647363,-8.6620595,3,,
500009822,41.1644256,-8.6611782,4,,
500009823,41.1643312,-8.6606858,3,,
500009824,41.165489,-8.6608506,1,,
500009825,41.1653362,-8.6609015,3,,
500009826,41.1638098,-8.6613662,1,,
500009827,41.165259,-8.6604036,3,,
500009832,41.1645224,-8.6600017,3,,
500009833,41.1646266,-8.6605889,3,,
500009837,41.1666253,-8.6594633,3,,
500009838,41.1665594,-8.6593168,3,,
500009842,41.1667276,-8.6580605,3,,
500009848,41.1702409,-8.6552848,3,,
500009867,41.1676639,-8.6531529,4,,
500009870,41.1678008,-8.6538486,3,,
500009871,41.1678745,-8.6542439,3,,
500009872,41.1679006,-8.6544025,3,,
500009874,41.1679933,-8.6549156,3,,
500009877,41.1644384,-8.6561938,3,,
500009885,41.1639373,-8.6576648,2,,
500009886,41.1654525,-8.6524779,3,,
500009888,41.1668641,-8.6540354,3,,
500009975,41.1649805,-8.6542357,3,,
500009991,41.1645765,-8.6557316,3,,
500009996,41.1661651,-8.6548832,3,,
500010011,41.1657377,-8.6554192,3,,
500010023,41.1640192,-8.6559871,3,,
500010030,41.1636067,-8.6560481,3,,
500423916,41.2163843,-8.6461147,4,,
501142135,41.1667076,-8.6580941,3,,
501142167,41.1661943,-8.6528729,3,,
501142175,41.1662401,-8.6531498,1,,
501142179,41.1660762,-8.6521352,1,,
501142252,41.1636109,-8.6602675,1,,
501142293,41.1665541,-8.6585301,3,,
501142309,41.1665099,-8.6589167,3,,
501142402,41.163721,-8.6608606,1,,
501142553,41.1646204,-8.6588241,3,,
501173305,41.168146,-8.6556847,3,,
501173321,41.1679794,-8.6550611,3,,
501173327,41.1676004,-8.6566974,1,,
501173336,41.1675464,-8.6563637,1,,
501173340,41.167477,-8.6559664,1,,
501173346,41.1674114,-8.6556098,1,,
501173373,41.168234,-8.6561561,3,,
501173395,41.1679201,-8.65545,3,,
501173430,41.1685518,-8.6535345,3,,
501173434,41.1677549,-8.6535884,3,,
501173444,41.1684525,-8.6528993,3,,
501173461,41.1673327,-8.6527979,3,,
501173476,41.1686517,-8.6541865,3,,
501173520,41.1692425,-8.6534794,3,,
501173523,41.1685778,-8.6536849,3,,
501173544,41.1685256,-8.6533543,3,,
501225708,41.1540216,-8.6077617,3,,
501225739,41.1557283,-8.6053339,3,,
501225766,41.1553064,-8.6066392,3,,
501225783,41.1563264,-8.6063469,1,,
501225800,41.1553479,-8.6069659,2,,
501225803,41.1554309,-8.6069559,1,,
501225807,41.156237,-8.6068318,3,,
501225811,41.1565174,-8.6068044,1,,
501225889,41.1566451,-8.6046039,3,,
501252472,41.155809,-8.6092628,4,,
501252476,41.155708,-8.608839,3,,
501252500,41.1555352,-8.6084236,3,,
501252536,41.155668,-8.607678,3,,
501252596,41.155921,-8.6083452,3,,
501252606,41.1560266,-8.6088248,3,,
501252622,41.156254,-8.60873,1,,
503018083,41.1593579,-8.642051,3,,
503018096,41.1590545,-8.6422989,3,,
503018129,41.1570235,-8.6417781,3,,
503018138,41.1572004,-8.6417246,3,,
503018146,41.1549882,-8.6437151,2,,
503018152,41.1573581,-8.643329,3,,
503018158,41.1594822,-8.6430949,3,,
503018170,41.1572926,-8.6425337,3,,
503018212,41.158032,-8.642629,3,,
503018222,41.1574236,-8.6432861,3,,
503018251,41.1592436,-8.6425102,3,,
504782500,41.171039,-8.6083136,3,,
504782514,41.1722162,-8.6078008,3,,
506097294,41.157249,-8.6434685,3,,
506097316,41.1573965,-8.6435382,3,,
510745669,41.1612847,-8.6438876,3,,
510745676,41.1621441,-8.6436259,3,,
510745680,41.1632764,-8.6433042,4,,
510772500,41.1651554,-8.6440707,3,,
510772505,41.1652383,-8.643544,3,,
510772642,41.1636533,-8.6457071,3,,
510772661,41.1626164,-8.6460069,3,,
510786361,41.1615553,-8.6463744,3,,
510786366,41.1620111,-8.6484958,2,,
510786370,41.1617404,-8.6469071,3,,
510786372,41.1611861,-8.6470745,1,,
510786376,41.1618339,-8.6474619,3,,
510786377,41.161296,-8.6476281,1,,
510786379,41.1613752,-8.6481422,1,,
510786382,41.1638605,-8.6470736,3,,
510786388,41.1618679,-8.6476632,3,,
510791948,41.1613071,-8.6406422,3,,
513920936,41.158092,-8.601595,3,,
513920937,41.1575282,-8.59892,3,,
513920950,41.1579119,-8.6007413,3,,
513920996,41.159276,-8.6004517,3,,
513921037,41.156745,-8.5983773,3,,
513921171,41.1576615,-8.6017745,3,,
513921201,41.157213,-8.6006904,3,,
513921226,41.1570064,-8.6007717,3,,
513921227,41.1562576,-8.6009087,1,,
513921229,41.1570633,-8.6005256,4,,
513921231,41.1578056,-8.6002336,3,,
513925553,41.1566141,-8.6001702,3,,
513925568,41.1565559,-8.5996572,3,,
513931856,41.154477,-8.5989796,3,,
513936347,41.154267,-8.5971333,3,,
513936352,41.1536778,-8.5972305,3,,
532488349,41.1908747,-8.6298486,3,,
532488360,41.1911805,-8.6289698,3,,
532488389,41.1915181,-8.6230112,3,,
532488391,41.1914926,-8.6231981,3,,
532488398,41.1912006,-8.6242452,3,,
532488401,41.1907415,-8.6216525,3,,
532488410,41.1908313,-8.6219838,3,,
532488457,41.1929299,-8.616799,3,,
534476350,41.15294,-8.5942834,3,,
534476351,41.1539322,-8.5939643,3,,
534476352,41.1542486,-8.5938576,3,,
534476354,41.1535942,-8.5911615,3,,
534476357,41.1512175,-8.5943032,3,,
534476364,41.154631,-8.5893953,3,,
534476367,41.1529007,-8.5937111,3,,
534478793,41.1544391,-8.5916794,1,,
534478838,41.1509176,-8.5861789,3,,
534478846,41.1506712,-8.5860704,3,,
542811466,41.1759128,-8.6368973,3,,
542811471,41.1755002,-8.6336382,3,,
549517129,41.1981399,-8.7100708,4,,
549517132,41.1986631,-8.7076728,4,,
549517136,41.1985653,-8.7083389,3,,
549517146,41.1984467,-8.7092158,4,,
549517150,41.1983086,-8.7054886,4,,
549517153,41.1970814,-8.7049834,3,,
549517155,41.1986631,-8.7044778,4,,
549517157,41.1981863,-8.7038714,4,,
549517159,41.1977198,-8.7032309,4,,
549517164,41.1986442,-8.7032398,3,,
549517166,41.1979158,-8.7027049,3,,
549517167,41.1981843,-8.7019169,3,,
549517169,41.1976986,-8.7052325,4,,
549517209,41.2004803,-8.7080614,4,,
549517210,41.2004267,-8.708652,3,,
549517212,41.2005335,-8.7069091,3,,
549517216,41.2003705,-8.7092708,4,,
549517224,41.2025768,-8.7122269,3,,
549517229,41.1998547,-8.7048433,3,,
549517234,41.1993847,-8.7054791,3,,
549517241,41.1991275,-8.7038819,4,,
549517244,41.2013515,-8.7059077,3,,
549517247,41.200496,-8.7059815,1,,
549517252,41.2006929,-8.7047663,4,,
549517253,41.2007656,-8.7059612,4,,
549517256,41.2013076,-8.7024058,3,,
549517273,41.2014658,-8.6987521,3,,
559928693,41.1751195,-8.6387998,3,,
559928695,41.1740472,-8.6406679,3,,
560400987,41.1527835,-8.591762,3,,
560400989,41.1517858,-8.592383,3,,
560401009,41.1518302,-8.5904778,3,,
560401017,41.1513898,-8.5898963,3,,
560401022,41.1518898,-8.5905986,3,,
560405654,41.1545038,-8.5866714,3,,
560405661,41.155517,-8.5845725,1,,
560405666,41.1516518,-8.5856221,3,,
560405676,41.151178,-8.5864966,3,,
560408964,41.1475454,-8.5909467,3,,
560408985,41.1480657,-8.5913332,4,,
560409024,41.1501632,-8.5912774,4,,
560409062,41.1486591,-8.5906597,3,,
560409066,41.148676,-8.5903173,3,,
560409086,41.1499904,-8.5906736,3,,
560409219,41.1481785,-8.590479,3,,
560409305,41.1497649,-8.5898266,4,,
560975908,41.1463301,-8.584321,3,,
560975913,41.1459828,-8.5850508,3,,
560975917,41.1450353,-8.5855484,3,,
560975921,41.1445365,-8.5863895,1,,
560975933,41.1433363,-8.5867,4,,
560975937,41.1439101,-8.5860813,3,,
560975938,41.1439964,-8.585339,1,,
560975945,41.1456673,-8.5875346,3,,
560975951,41.1452593,-8.5894479,3,,
560975952,41.1456036,-8.5873477,3,,
560975954,41.1451191,-8.5876387,3,,
560975956,41.1447439,-8.5874414,1,,
560975964,41.145625,-8.5872325,3,,
560975965,41.1453959,-8.5869838,1,,
560976008,41.1448768,-8.5899346,3,,
560976015,41.1429922,-8.5899501,1,,
560976022,41.1465595,-8.5881378,3,,
560976023,41.1468101,-8.5875873,3,,
560976026,41.1468475,-8.5888732,3,,
560976031,41.1465606,-8.5879365,3,,
560976032,41.1460799,-8.5875479,3,,
560976038,41.1457852,-8.5869218,3,,
560976045,41.1469329,-8.5859271,3,,
560976053,41.1466571,-8.5866453,1,,
560977452,41.1459215,-8.5887684,3,,
560978249,41.1461694,-8.5837655,3,,
560978252,41.146397,-8.5828815,3,,
560978256,41.146514,-8.5830285,3,,
560978259,41.1471073,-8.5827275,1,,
560978265,41.1474562,-8.5840413,1,,
560978268,41.146945,-8.584354,1,,
609061540,41.2022731,-8.6437962,3,,
634063804,41.126102,-8.6082496,3,,
634063805,41.1260265,-8.6082712,3,,
634063808,41.1259217,-8.6081611,3,,
634063809,41.1259475,-8.6079952,3,,
634063810,41.1261322,-8.6079967,3,,
634063811,41.1261638,-8.6081081,3,,
634969200,41.1250807,-8.5987073,3,,
634969216,41.1250546,-8.5980989,3,,
668955253,41.1464541,-8.6041353,3,,
670393821,41.16231,-8.6383811,3,,
670399765,41.1792399,-8.6740726,3,,
670399772,41.179094,-8.6731558,3,,
670399805,41.1801542,-8.6676391,3,,
670399833,41.1804635,-8.6688173,3,,
670399873,41.1795759,-8.6731223,4,,
670399878,41.179516,-8.6737509,3,,
670399919,41.1787078,-8.668194,3,,
670399937,41.178463,-8.6699646,3,,
670432358,41.1295786,-8.6258964,3,,
670432374,41.1310915,-8.6258744,3,,
670432380,41.130712,-8.626923,3,,
670432408,41.1333421,-8.6273024,4,,
670725369,41.1638322,-8.6312063,3,,
670732942,41.1870047,-8.6860408,3,,
670867630,41.1827978,-8.680178,3,,
670868418,41.186079,-8.6785021,4,,
670869839,41.1837501,-8.6779916,3,,
670869840,41.1841909,-8.6773905,3,,
672224612,41.1847425,-8.6965881,3,,
672238363,41.1791988,-8.675829,4,,
672548166,41.1886286,-8.6794171,3,,
672548168,41.1883173,-8.680133,3,,
672549558,41.1870993,-8.6811876,4,,
672549565,41.1871299,-8.6803503,3,,
672549566,41.1883645,-8.6809982,3,,
672549834,41.1873287,-8.6795747,3,,
672549835,41.1872636,-8.6793396,3,,
672550046,41.1868511,-8.6793952,3,,
672550293,41.1864774,-8.6761491,3,,
672550764,41.1875706,-8.6747416,3,,
672550771,41.1863636,-8.6755259,3,,
672550998,41.1856615,-8.6758721,1,,
674532991,41.2149423,-8.675,4,,
685183600,41.1300352,-8.6265534,3,,
685183607,41.1298493,-8.6260801,3,,
685183617,41.1299598,-8.6256196,3,,
685183620,41.1300862,-8.6254728,3,,
685183624,41.1303374,-8.6253755,3,,
685192542,41.1209229,-8.6208598,3,,
685192553,41.1213086,-8.6202433,3,,
685192566,41.1274799,-8.624665,3,,
685192577,41.1236579,-8.6213919,3,,
685214568,41.1270965,-8.6358582,3,,
685214604,41.1245347,-8.6313684,3,,
685214623,41.1239987,-8.6308015,3,,
685214626,41.1239962,-8.6305989,4,,
685214630,41.1240936,-8.6297023,3,,
685214639,41.1249314,-8.6277642,3,,
685214646,41.1259222,-8.6267142,3,,
685214655,41.1269694,-8.624697,3,,
685214716,41.1234584,-8.6323625,3,,
685215133,41.1260783,-8.6318891,3,,
685215364,41.1280092,-8.6319864,4,,
685215441,41.1223659,-8.632743,3,,
685215444,41.1225843,-8.6326197,3,,
685215455,41.1240219,-8.631518,3,,
685215510,41.1205308,-8.6321886,3,,
685215518,41.120057,-8.6275254,4,,
685215618,41.1215003,-8.6306688,3,,
685275830,41.1200074,-8.6266714,4,,
685276058,41.1238693,-8.6265033,3,,
685276086,41.1246578,-8.6255277,3,,
685276091,41.1239599,-8.6238505,3,,
685276098,41.126829,-8.624962,3,,
685276153,41.1230813,-8.6299521,3,,
685276155,41.1234513,-8.6296818,3,,
685276162,41.1239005,-8.6291521,3,,
685276188,41.1215302,-8.6307138,3,,
685276223,41.1209533,-8.6229575,3,,
685276257,41.125674,-8.6239022,3,,
685276277,41.1224811,-8.621592,3,,
685276291,41.1232733,-8.6174825,3,,
685276345,41.1226797,-8.6153214,3,motorway_junction,
685276959,41.1222641,-8.619277,3,,
686534180,41.1289856,-8.6270476,3,,
686534208,41.1280495,-8.624645,1,,
686534237,41.1284482,-8.6267582,3,,
687058128,41.1252909,-8.6079408,3,,
687058139,41.1249185,-8.6076879,3,,
687058184,41.1252583,-8.6081151,3,,
687059302,41.1270954,-8.6068073,3,,
690429366,41.2131992,-8.680417,3,,
690429371,41.213487,-8.6809467,3,,
690429376,41.2135528,-8.6803957,3,,
690429405,41.2191443,-8.6807053,3,,
690429419,41.21278,-8.6766933,3,,
690429541,41.2153487,-8.6778901,4,,
690429874,41.2183395,-8.6744563,3,,
697445010,41.1791964,-8.6737751,3,,
697477035,41.1764897,-8.6644727,3,,
697477185,41.1809652,-8.6656702,3,,
697477226,41.1809775,-8.6654398,3,,
697477236,41.1811595,-8.6653318,3,,
697477254,41.1813114,-8.6655484,3,,
697477265,41.1812088,-8.6657879,3,,
697477278,41.1811664,-8.6658067,3,,
697484135,41.1801861,-8.6675887,3,,
697484141,41.180366,-8.667618,3,,
697484145,41.1803912,-8.6677372,3,,
697484154,41.1801849,-8.66785,3,,
697484169,41.1796517,-8.6688505,1,,
697509716,41.1795863,-8.6582523,3,,
697509869,41.1798724,-8.6597791,3,,
698565229,41.1838335,-8.6804143,3,,
698565234,41.1802338,-8.6611108,3,,
698565235,41.180312,-8.6615489,3,,
698565238,41.1801234,-8.6615519,3,,
698565240,41.1800787,-8.6611574,3,,
698565253,41.1846313,-8.6776503,3,,
698565256,41.1836491,-8.6773595,3,,
698565258,41.1836955,-8.6774673,3,,
698565261,41.1837141,-8.6771042,3,,
698565265,41.1838505,-8.677056,3,,
698565276,41.1824878,-8.6773838,3,,
698565333,41.1777342,-8.6677937,3,,
698565335,41.1774232,-8.6681182,2,,
698565453,41.1764989,-8.6692907,3,,
698591853,41.1759647,-8.675855,3,,
698591900,41.174885,-8.6761799,3,,
698591903,41.1749059,-8.6757696,3,,
698591939,41.1759395,-8.6762868,3,,
698591943,41.1747882,-8.6761711,1,,
698591944,41.1748115,-8.6757675,1,,
698593228,41.1632453,-8.6381661,3,,
698593230,41.1627438,-8.6376731,3,,
698595396,41.179502,-8.6593548,3,,
698601461,41.1770666,-8.6607866,3,,
698601473,41.1799493,-8.6597783,3,,
698737537,41.1803869,-8.6726352,3,,
698737551,41.1818624,-8.6747425,3,,
698737560,41.1818532,-8.6740422,3,,
698737565,41.1818091,-8.6752821,3,,
698737596,41.1802036,-8.6756694,3,,
698737606,41.181431,-8.6738844,1,,
698737610,41.1813014,-8.6751022,3,,
698737659,41.1788491,-8.6811628,3,,
698737663,41.1791034,-8.6811412,3,,
698737689,41.1832131,-8.6758739,3,,
698737692,41.1836873,-8.6767559,3,,
698737699,41.1842845,-8.6753646,3,,
698737703,41.1849809,-8.6748238,3,,
698737707,41.182183,-8.6765531,3,,
698737726,41.1799261,-8.6786333,3,,
698737739,41.1820021,-8.6760063,3,,
698737757,41.1795781,-8.6758574,3,,
698737759,41.1793523,-8.675847,4,,
698737841,41.1816937,-8.6704773,3,,
698737847,41.1819226,-8.6699669,3,,
698737866,41.1812932,-8.6682556,3,,
698737868,41.1813749,-8.6683947,3,,
698737886,41.1798655,-8.6793233,3,,
698737929,41.1830407,-8.6687365,3,,
698738281,41.1792072,-8.6786821,4,,
698782975,41.1833371,-8.6805904,2,,
698783235,41.1719349,-8.6800848,3,,
698807878,41.1845167,-8.6694784,3,,
698807879,41.1847966,-8.6694882,3,,
698807880,41.1850553,-8.6694964,3,,
698807881,41.1854763,-8.6695062,3,,
698807910,41.1855555,-8.6677864,3,,
698807911,41.1855268,-8.668753,3,,
698807920,41.1857987,-8.6706916,1,,
698807921,41.1864372,-8.6706708,3,,
698807934,41.1855896,-8.6714503,3,,
698807937,41.1848453,-8.671672,4,,
698807939,41.1845617,-8.6716802,3,,
698807947,41.1851946,-8.6640896,2,,
698807951,41.1866109,-8.6692236,4,,
698816657,41.1851168,-8.6716337,3,,
698816659,41.1848817,-8.6729798,3,,
698816661,41.1852949,-8.6729657,3,,
698816674,41.185313,-8.671591,3,,
698816675,41.1866367,-8.672747,1,,
698816680,41.1857008,-8.6737812,3,,
698816683,41.1764719,-8.6636949,3,,
698827313,41.1857109,-8.6625874,3,,
698827315,41.1854394,-8.6624702,3,,
698827320,41.1852265,-8.6623102,3,,
698827321,41.1854994,-8.6624726,3,,
698827322,41.1852753,-8.6620293,3,,
698827325,41.1856088,-8.6621725,3,,
698827328,41.1853315,-8.6620011,3,,
702048051,41.2133575,-8.5945127,3,,
702048061,41.2135092,-8.5943208,3,,
702048068,41.2135933,-8.59444,3,,
702048077,41.2136317,-8.5944364,3,,
702048082,41.2136748,-8.5942213,3,,
702048107,41.2136993,-8.5931879,3,crossing,
702048131,41.2152352,-8.5906486,3,,
702048143,41.2180406,-8.5879683,4,,
702048202,41.2143716,-8.5941141,3,,
705402016,41.2136724,-8.6831793,3,,
705402021,41.207632,-8.6927827,3,,
705402031,41.2015453,-8.6961681,3,,
705402035,41.2016536,-8.7108061,3,,
705402036,41.2047899,-8.6877551,3,,
705402041,41.2140718,-8.6832031,3,,
705402045,41.2086839,-8.6841288,3,,
705402081,41.2061373,-8.6864921,3,,
705402092,41.2016598,-8.6933739,3,,
705402094,41.2007264,-8.7111546,3,,
705402097,41.2043323,-8.6875475,3,,
705402103,41.2140084,-8.6831109,3,,
705402105,41.2013858,-8.7101918,3,,
705402108,41.2062349,-8.6927997,1,,
705402113,41.2025548,-8.7119662,3,,
705402126,41.1980546,-8.6051429,3,,
705402142,41.2062815,-8.6914522,4,,
705402143,41.2140598,-8.6835577,3,,
705402148,41.2051647,-8.6913409,3,,
705402149,41.1998489,-8.6087511,3,,
705402158,41.2167992,-8.6857187,3,,
705402161,41.2062602,-8.6925402,3,,
705402166,41.2066373,-8.6860331,3,,
705402167,41.1997395,-8.6087586,3,,
705402185,41.2062616,-8.692344,3,,
705402195,41.2097024,-8.6840361,3,,
705402201,41.2019692,-8.7115335,3,,
705402215,41.1998848,-8.6091767,3,,
705402223,41.204891,-8.6871826,3,,
705402224,41.2049378,-8.6874162,3,,
705402233,41.2042265,-8.692382,3,,
705402238,41.2080779,-8.6917442,3,,
705402240,41.2015975,-8.6979262,3,,
705402244,41.2101885,-8.6833274,3,,
705402249,41.2080277,-8.7143951,3,,
705402251,41.2051408,-8.692397,3,,
705402291,41.201553,-8.70926,3,,
705402298,41.2012911,-8.7106761,3,,
705402305,41.2014282,-8.6981462,3,,
706409999,41.2016126,-8.7102077,3,,
715052371,41.198461,-8.6111031,3,,
715052390,41.200465,-8.6131621,3,,
715052408,41.2042676,-8.61618,3,,
715052418,41.2045028,-8.6169333,3,,
715052420,41.1985589,-8.6089652,3,,
715052442,41.2004177,-8.6133363,3,,
715052444,41.2041446,-8.6162154,4,,
715052445,41.1985923,-8.6093114,3,,
715052461,41.1987276,-8.6089099,3,,
715172816,41.2031102,-8.6139328,3,,
715172817,41.2065788,-8.6211057,3,,
715172818,41.2030679,-8.6140391,4,,
715188303,41.2095146,-8.6269291,3,,
726268547,41.1979687,-8.6076099,3,,
726268681,41.1978362,-8.606742,3,,
729856253,41.2007796,-8.6135684,3,,
729856258,41.2012643,-8.6170626,4,,
729856261,41.1994478,-8.6129083,3,,
729856265,41.2013579,-8.6170403,3,,
733883827,41.2172969,-8.6886797,3,,
733883861,41.2172203,-8.6887924,3,,
733883922,41.2151611,-8.6906008,3,,
733883986,41.2172929,-8.6885523,3,,
733883994,41.2165391,-8.6907093,3,motorway_junction,8
733884048,41.2179361,-8.690781,3,,
733884062,41.2158911,-8.6904999,3,motorway_junction,8
734659787,41.2185316,-8.6910629,3,,
734659811,41.2199715,-8.6899015,3,,
734659818,41.2193167,-8.691131,3,motorway_junction,9
734659830,41.2183575,-8.6928587,3,,
734659868,41.2183905,-8.6929118,3,,
734659913,41.2198023,-8.6914338,3,motorway_junction,9
734659925,41.2194018,-8.6898159,3,,
734683192,41.2191009,-8.6943198,3,,
737409653,41.1857047,-8.6158374,3,,
742656905,41.1886956,-8.6262762,3,,
747467619,41.1500295,-8.6129916,3,,
766033551,41.1974967,-8.6189176,3,,
766033565,41.1973153,-8.6176064,3,,
766033598,41.1969481,-8.6187014,1,,
766033601,41.1976256,-8.6165507,1,,
770622568,41.2024976,-8.6151846,3,,
770622584,41.2025738,-8.6150688,4,,
770622587,41.20545,-8.6218226,3,,
770666324,41.2176753,-8.6131058,3,,
770666325,41.2183947,-8.6113927,4,,
770666333,41.2142569,-8.6103927,3,,
770666334,41.2162717,-8.6142459,3,,
770666353,41.2176131,-8.6042567,3,,
770666359,41.213321,-8.6115564,3,,
770666363,41.2135601,-8.6112568,3,,
770666379,41.2179028,-8.6035269,4,,
770666381,41.2184128,-8.610807,3,,
770666393,41.2193957,-8.6086916,3,,
770666398,41.2130496,-8.6105018,3,,
770666408,41.2187112,-8.6089713,3,,
770666410,41.2151517,-8.6171127,3,,
770666411,41.2125773,-8.6121356,3,,
770666426,41.2171718,-8.606812,3,,
770666436,41.2182156,-8.6130417,3,,
770666447,41.2176495,-8.6122189,3,,
770666460,41.2178864,-8.6080628,3,,
770666462,41.2149478,-8.6175222,3,,
770666465,41.2155693,-8.6142889,3,,
770666473,41.2161812,-8.6121884,3,,
770666489,41.2159604,-8.6101931,4,,
